"Step","sgd - deltas.deltas.stage_3.4.conv_a"
"218","{""_type"":""histogram"",""values"":[1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,2,4,2,2,2,2,0,3,4,2,2,4,1,1,3,3,4,1,1,1,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1],""bins"":[0.000020825862520723604,0.000032045505037103794,0.000043265147553483985,0.000054484790069864175,0.00006570443258624437,0.00007692407510262456,0.00008814371761900475,0.00009936336013538494,0.00011058300265176513,0.00012180264516814532,0.0001330222876845255,0.0001442419302009057,0.0001554615727172859,0.00016668121523366608,0.00017790085775004627,0.00018912050026642646,0.00020034014278280665,0.00021155978529918684,0.00022277942781556703,0.00023399907033194722,0.0002452187128483274,0.0002564383553647076,0.0002676579978810878,0.000278877640397468,0.0002900972829138482,0.00030131692543022837,0.00031253656794660856,0.00032375621046298875,0.00033497585297936894,0.00034619549549574913,0.0003574151380121293,0.0003686347805285095,0.0003798544230448897,0.0003910740655612699,0.0004022937080776501,0.00041351335059403027,0.00042473299311041046,0.00043595263562679065,0.00044717227814317084,0.00045839192065955103,0.0004696115631759312,0.0004808312056923114,0.0004920508482086916,0.0005032704907250718,0.000514490133241452,0.0005257097757578322,0.0005369294182742124,0.0005481490607905926,0.0005593687033069727,0.0005705883458233529,0.0005818079883397331,0.0005930276308561133,0.0006042472733724935,0.0006154669158888737,0.0006266865584052539,0.0006379062009216341,0.0006491258434380143,0.0006603454859543945,0.0006715651284707747,0.0006827847709871548,0.000694004413503535,0.0007052240560199152,0.0007164436985362954,0.0007276633410526756,0.0007388829835690558]}"
"219","{""values"":[1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,2,1,0,0,0,2,0,1,0,1,1,4,0,2,2,2,3,1,2,3,3,1,3,1,3,2,2,1,0,4,1,0,1,1,1,0,1,2,0,0,0,1,0,1,2],""_type"":""histogram"",""bins"":[0.000036022662243340164,0.000051671322012225573,0.00006731998178111098,0.00008296864154999639,0.0000986173013188818,0.00011426596108776721,0.00012991462085665262,0.00014556328062553803,0.00016121194039442344,0.00017686060016330885,0.00019250925993219425,0.00020815791970107966,0.00022380657946996507,0.00023945523923885048,0.0002551038990077359,0.0002707525587766213,0.0002864012185455067,0.0003020498783143921,0.0003176985380832775,0.00033334719785216294,0.00034899585762104834,0.00036464451738993375,0.00038029317715881916,0.00039594183692770457,0.00041159049669659,0.0004272391564654754,0.0004428878162343608,0.0004585364760032462,0.0004741851357721316,0.000489833795541017,0.0005054824553099024,0.0005211311150787878,0.0005367797748476733,0.0005524284346165587,0.0005680770943854441,0.0005837257541543295,0.0005993744139232149,0.0006150230736921003,0.0006306717334609857,0.0006463203932298711,0.0006619690529987565,0.0006776177127676419,0.0006932663725365273,0.0007089150323054128,0.0007245636920742982,0.0007402123518431836,0.000755861011612069,0.0007715096713809544,0.0007871583311498398,0.0008028069909187252,0.0008184556506876106,0.000834104310456496,0.0008497529702253814,0.0008654016299942668,0.0008810502897631523,0.0008966989495320377,0.0009123476093009231,0.0009279962690698085,0.0009436449288386939,0.0009592935886075793,0.0009749422483764647,0.0009905909081453501,0.0010062395679142355,0.001021888227683121,0.0010375368874520063]}"
"220","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,2,1,1,1,0,5,1,1,5,1,0,2,4,3,1,2,4,5,1,2,2,2,0,0,0,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1],""bins"":[0.000022507905669044703,0.00003554718489340303,0.00004858646411776135,0.00006162574334211968,0.000074665022566478,0.00008770430179083633,0.00010074358101519465,0.00011378286023955297,0.0001268221394639113,0.00013986141868826962,0.00015290069791262795,0.00016593997713698627,0.0001789792563613446,0.00019201853558570292,0.00020505781481006125,0.00021809709403441957,0.0002311363732587779,0.0002441756524831362,0.00025721493170749454,0.00027025421093185287,0.0002832934901562112,0.0002963327693805695,0.00030937204860492784,0.00032241132782928617,0.0003354506070536445,0.0003484898862780028,0.00036152916550236114,0.00037456844472671946,0.0003876077239510778,0.0004006470031754361,0.00041368628239979444,0.00042672556162415276,0.0004397648408485111,0.0004528041200728694,0.00046584339929722773,0.00047888267852158606,0.0004919219577459444,0.0005049612369703027,0.000518000516194661,0.0005310397954190194,0.0005440790746433777,0.000557118353867736,0.0005701576330920943,0.0005831969123164527,0.000596236191540811,0.0006092754707651693,0.0006223147499895276,0.000635354029213886,0.0006483933084382443,0.0006614325876626026,0.0006744718668869609,0.0006875111461113192,0.0007005504253356776,0.0007135897045600359,0.0007266289837843942,0.0007396682630087525,0.0007527075422331109,0.0007657468214574692,0.0007787861006818275,0.0007918253799061858,0.0008048646591305442,0.0008179039383549025,0.0008309432175792608,0.0008439824968036191,0.0008570217760279775]}"
"221","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,1,2,2,3,1,1,6,4,2,2,2,4,3,1,2,1,1,3,0,4,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1],""bins"":[0.000019956827600253746,0.00003213439168803234,0.00004431195577581093,0.00005648951986358952,0.00006866708395136811,0.0000808446480391467,0.0000930222121269253,0.00010519977621470389,0.00011737734030248248,0.00012955490439026107,0.00014173246847803966,0.00015391003256581826,0.00016608759665359685,0.00017826516074137544,0.00019044272482915403,0.00020262028891693262,0.00021479785300471121,0.0002269754170924898,0.0002391529811802684,0.000251330545268047,0.0002635081093558256,0.0002756856734436042,0.00028786323753138277,0.00030004080161916136,0.00031221836570693995,0.00032439592979471854,0.00033657349388249713,0.0003487510579702757,0.0003609286220580543,0.0003731061861458329,0.0003852837502336115,0.0003974613143213901,0.0004096388784091687,0.0004218164424969473,0.00043399400658472587,0.00044617157067250446,0.00045834913476028305,0.00047052669884806164,0.00048270426293584023,0.0004948818270236188,0.0005070593911113974,0.000519236955199176,0.0005314145192869546,0.0005435920833747332,0.0005557696474625118,0.0005679472115502904,0.000580124775638069,0.0005923023397258476,0.0006044799038136262,0.0006166574679014047,0.0006288350319891833,0.0006410125960769619,0.0006531901601647405,0.0006653677242525191,0.0006775452883402977,0.0006897228524280763,0.0007019004165158549,0.0007140779806036335,0.0007262555446914121,0.0007384331087791907,0.0007506106728669693,0.0007627882369547478,0.0007749658010425264,0.000787143365130305,0.0007993209292180836]}"
"222","{""values"":[1,0,0,0,1,2,0,1,0,0,0,1,0,0,2,0,1,1,1,3,3,0,2,1,5,3,4,6,1,3,2,2,2,3,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.000024341345124412328,0.00003706401173531049,0.000049786678346208646,0.0000625093449571068,0.00007523201156800496,0.00008795467817890312,0.00010067734478980128,0.00011340001140069944,0.0001261226780115976,0.00013884534462249576,0.00015156801123339392,0.00016429067784429208,0.00017701334445519024,0.0001897360110660884,0.00020245867767698655,0.0002151813442878847,0.00022790401089878287,0.00024062667750968103,0.0002533493441205792,0.00026607201073147735,0.0002787946773423755,0.00029151734395327367,0.0003042400105641718,0.00031696267717507,0.00032968534378596814,0.0003424080103968663,0.00035513067700776446,0.0003678533436186626,0.0003805760102295608,0.00039329867684045894,0.0004060213434513571,0.00041874401006225526,0.0004314666766731534,0.0004441893432840516,0.00045691200989494973,0.0004696346765058479,0.00048235734311674605,0.0004950800097276442,0.0005078026763385424,0.0005205253429494405,0.0005332480095603387,0.0005459706761712368,0.000558693342782135,0.0005714160093930332,0.0005841386760039313,0.0005968613426148295,0.0006095840092257276,0.0006223066758366258,0.000635029342447524,0.0006477520090584221,0.0006604746756693203,0.0006731973422802184,0.0006859200088911166,0.0006986426755020148,0.0007113653421129129,0.0007240880087238111,0.0007368106753347092,0.0007495333419456074,0.0007622560085565055,0.0007749786751674037,0.0007877013417783019,0.0008004240083892,0.0008131466750000982,0.0008258693416109963,0.0008385920082218945]}"
"223","{""values"":[1,0,0,0,0,3,0,1,1,0,0,1,2,0,0,2,1,2,2,1,3,5,4,3,1,4,3,1,5,1,5,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1],""_type"":""histogram"",""bins"":[0.000015985964637366123,0.00002938484632863947,0.000042783728019912814,0.00005618260971118616,0.0000695814914024595,0.00008298037309373285,0.0000963792547850062,0.00010977813647627954,0.0001231770181675529,0.00013657589985882623,0.00014997478155009958,0.00016337366324137292,0.00017677254493264627,0.00019017142662391961,0.00020357030831519296,0.0002169691900064663,0.00023036807169773965,0.000243766953389013,0.00025716583508028634,0.0002705647167715597,0.00028396359846283303,0.0002973624801541064,0.0003107613618453797,0.00032416024353665307,0.0003375591252279264,0.00035095800691919976,0.0003643568886104731,0.00037775577030174645,0.0003911546519930198,0.00040455353368429314,0.0004179524153755665,0.00043135129706683983,0.0004447501787581132,0.0004581490604493865,0.00047154794214065987,0.0004849468238319332,0.0004983457055232066,0.0005117445872144799,0.0005251434689057533,0.0005385423505970266,0.0005519412322882999,0.0005653401139795733,0.0005787389956708466,0.00059213787736212,0.0006055367590533933,0.0006189356407446667,0.00063233452243594,0.0006457334041272134,0.0006591322858184867,0.00067253116750976,0.0006859300492010334,0.0006993289308923067,0.0007127278125835801,0.0007261266942748534,0.0007395255759661268,0.0007529244576574001,0.0007663233393486735,0.0007797222210399468,0.0007931211027312202,0.0008065199844224935,0.0008199188661137669,0.0008333177478050402,0.0008467166294963135,0.0008601155111875869,0.0008735143928788602]}"
"224","{""_type"":""histogram"",""values"":[1,0,0,2,1,1,0,0,0,2,1,0,1,2,1,0,1,3,4,6,4,2,4,4,0,2,4,3,3,1,2,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1],""bins"":[0.000017977952666115016,0.0000309187172433667,0.000043859481820618385,0.00005680024639787007,0.00006974101097512175,0.00008268177555237344,0.00009562254012962512,0.0001085633047068768,0.00012150406928412849,0.00013444483386138018,0.00014738559843863186,0.00016032636301588354,0.00017326712759313523,0.0001862078921703869,0.0001991486567476386,0.00021208942132489028,0.00022503018590214197,0.00023797095047939365,0.00025091171505664533,0.000263852479633897,0.0002767932442111487,0.0002897340087884004,0.00030267477336565207,0.00031561553794290376,0.00032855630252015544,0.0003414970670974071,0.0003544378316746588,0.0003673785962519105,0.0003803193608291622,0.00039326012540641386,0.00040620088998366555,0.00041914165456091723,0.0004320824191381689,0.0004450231837154206,0.0004579639482926723,0.00047090471286992397,0.00048384547744717565,0.0004967862420244273,0.000509727006601679,0.0005226677711789307,0.0005356085357561824,0.0005485493003334341,0.0005614900649106858,0.0005744308294879374,0.0005873715940651891,0.0006003123586424408,0.0006132531232196925,0.0006261938877969442,0.0006391346523741959,0.0006520754169514476,0.0006650161815286992,0.0006779569461059509,0.0006908977106832026,0.0007038384752604543,0.000716779239837706,0.0007297200044149577,0.0007426607689922093,0.000755601533569461,0.0007685422981467127,0.0007814830627239644,0.0007944238273012161,0.0008073645918784678,0.0008203053564557194,0.0008332461210329711,0.0008461868856102228]}"
"225","{""values"":[1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,3,2,0,3,2,1,1,2,3,4,1,2,0,2,2,2,1,3,3,1,1,3,0,1,0,1,0,0,2,1,3,0,0,2,0,0,2],""_type"":""histogram"",""bins"":[0.000036066769098397344,0.00004872850934134476,0.00006139024958429218,0.0000740519898272396,0.00008671373007018701,0.00009937547031313443,0.00011203721055608185,0.00012469895079902926,0.00013736069104197668,0.0001500224312849241,0.0001626841715278715,0.00017534591177081893,0.00018800765201376635,0.00020066939225671376,0.00021333113249966118,0.0002259928727426086,0.00023865461298555601,0.00025131635322850343,0.00026397809347145085,0.00027663983371439826,0.0002893015739573457,0.0003019633142002931,0.0003146250544432405,0.00032728679468618793,0.00033994853492913535,0.00035261027517208277,0.0003652720154150302,0.0003779337556579776,0.000390595495900925,0.00040325723614387243,0.00041591897638681985,0.00042858071662976727,0.0004412424568727147,0.0004539041971156621,0.0004665659373586095,0.00047922767760155693,0.0004918894178445044,0.0005045511580874518,0.0005172128983303992,0.0005298746385733466,0.000542536378816294,0.0005551981190592414,0.0005678598593021889,0.0005805215995451363,0.0005931833397880837,0.0006058450800310311,0.0006185068202739785,0.0006311685605169259,0.0006438303007598734,0.0006564920410028208,0.0006691537812457682,0.0006818155214887156,0.000694477261731663,0.0007071390019746104,0.0007198007422175579,0.0007324624824605053,0.0007451242227034527,0.0007577859629464001,0.0007704477031893475,0.0007831094434322949,0.0007957711836752424,0.0008084329239181898,0.0008210946641611372,0.0008337564044040846,0.000846418144647032]}"
"226","{""values"":[1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,3,0,0,1,2,1,3,0,3,2,2,2,2,1,1,1,2,5,0,1,2,0,1,5,2,0,1,1,2,0,1,0,4,2],""_type"":""histogram"",""bins"":[0.000027254818633082323,0.000035844108225546734,0.000044433397818011144,0.000053022687410475555,0.00006161197700293997,0.00007020126659540438,0.00007879055618786879,0.0000873798457803332,0.00009596913537279761,0.00010455842496526202,0.00011314771455772643,0.00012173700415019084,0.00013032629374265525,0.00013891558333511966,0.00014750487292758407,0.00015609416252004849,0.0001646834521125129,0.0001732727417049773,0.00018186203129744172,0.00019045132088990613,0.00019904061048237054,0.00020762990007483495,0.00021621918966729936,0.00022480847925976377,0.00023339776885222818,0.0002419870584446926,0.000250576348037157,0.0002591656376296214,0.0002677549272220858,0.00027634421681455024,0.00028493350640701465,0.00029352279599947906,0.00030211208559194347,0.0003107013751844079,0.0003192906647768723,0.0003278799543693367,0.0003364692439618011,0.0003450585335542655,0.00035364782314672993,0.00036223711273919434,0.00037082640233165876,0.00037941569192412317,0.0003880049815165876,0.000396594271109052,0.0004051835607015164,0.0004137728502939808,0.0004223621398864452,0.00043095142947890963,0.00043954071907137404,0.00044813000866383845,0.00045671929825630286,0.0004653085878487673,0.0004738978774412317,0.0004824871670336961,0.0004910764566261605,0.0004996657462186249,0.0005082550358110893,0.0005168443254035537,0.0005254336149960182,0.0005340229045884826,0.000542612194180947,0.0005512014837734114,0.0005597907733658758,0.0005683800629583402,0.0005769693525508046]}"
"227","{""_type"":""histogram"",""values"":[1,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,2,1,1,0,1,1,1,2,5,1,3,5,4,0,2,3,3,1,5,2,0,2,2,0,2,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1],""bins"":[0.00002684712308109738,0.0000413008955888472,0.000055754668096597015,0.00007020844060434683,0.00008466221311209665,0.00009911598561984647,0.00011356975812759629,0.0001280235306353461,0.00014247730314309592,0.00015693107565084574,0.00017138484815859556,0.00018583862066634538,0.0002002923931740952,0.00021474616568184501,0.00022919993818959483,0.00024365371069734465,0.00025810748320509447,0.0002725612557128443,0.0002870150282205941,0.0003014688007283439,0.00031592257323609374,0.00033037634574384356,0.0003448301182515934,0.0003592838907593432,0.000373737663267093,0.00038819143577484283,0.00040264520828259265,0.00041709898079034247,0.0004315527532980923,0.0004460065258058421,0.0004604602983135919,0.00047491407082134174,0.0004893678433290916,0.0005038216158368414,0.0005182753883445912,0.000532729160852341,0.0005471829333600908,0.0005616367058678406,0.0005760904783755905,0.0005905442508833403,0.0006049980233910901,0.0006194517958988399,0.0006339055684065897,0.0006483593409143396,0.0006628131134220894,0.0006772668859298392,0.000691720658437589,0.0007061744309453388,0.0007206282034530886,0.0007350819759608385,0.0007495357484685883,0.0007639895209763381,0.0007784432934840879,0.0007928970659918377,0.0008073508384995876,0.0008218046110073374,0.0008362583835150872,0.000850712156022837,0.0008651659285305868,0.0008796197010383366,0.0008940734735460865,0.0009085272460538363,0.0009229810185615861,0.0009374347910693359,0.0009518885635770857]}"
"228","{""values"":[1,0,0,0,1,1,2,0,0,1,0,0,1,1,0,1,1,3,1,3,2,0,2,4,5,3,0,6,4,3,5,1,1,2,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[0.00002456665060890373,0.00004195157467279387,0.00005933649873668401,0.00007672142280057415,0.00009410634686446429,0.00011149127092835442,0.00012887619499224456,0.0001462611190561347,0.00016364604312002484,0.00018103096718391498,0.00019841589124780512,0.00021580081531169526,0.0002331857393755854,0.00025057066343947554,0.0002679555875033657,0.0002853405115672558,0.00030272543563114596,0.0003201103596950361,0.00033749528375892623,0.0003548802078228164,0.0003722651318867065,0.00038965005595059665,0.0004070349800144868,0.00042441990407837693,0.00044180482814226707,0.0004591897522061572,0.00047657467627004735,0.0004939596003339375,0.0005113445243978276,0.0005287294484617178,0.0005461143725256079,0.000563499296589498,0.0005808842206533882,0.0005982691447172783,0.0006156540687811685,0.0006330389928450586,0.0006504239169089487,0.0006678088409728389,0.000685193765036729,0.0007025786891006192,0.0007199636131645093,0.0007373485372283994,0.0007547334612922896,0.0007721183853561797,0.0007895033094200699,0.00080688823348396,0.0008242731575478501,0.0008416580816117403,0.0008590430056756304,0.0008764279297395206,0.0008938128538034107,0.0009111977778673008,0.000928582701931191,0.0009459676259950811,0.0009633525500589712,0.0009807374741228614,0.0009981223981867515,0.0010155073222506417,0.0010328922463145318,0.001050277170378422,0.001067662094442312,0.0010850470185062022,0.0011024319425700924,0.0011198168666339825,0.0011372017906978726]}"
